home_team,away_team,tournament,city,country,neutral,year
Denmark,China PR,Algarve Cup,Olhão,Portugal,True,2002
Finland,Germany,Algarve Cup,Olhão,Portugal,True,2002
England,Sweden,Algarve Cup,Lagos,Portugal,True,2002
Norway,United States,Algarve Cup,Lagos,Portugal,True,2002
Wales,Scotland,Algarve Cup,Silves,Portugal,True,2002
Portugal,Canada,Algarve Cup,Silves,Portugal,False,2002
Portugal,Wales,Algarve Cup,Montechoro,Portugal,False,2002
England,Scotland,Algarve Cup,Quarteira,Portugal,True,2002
Finland,Canada,Algarve Cup,Lagoa,Portugal,True,2002
United States,Denmark,Algarve Cup,Montechoro,Portugal,True,2002
Sweden,Germany,Algarve Cup,Faro,Portugal,True,2002
China PR,Norway,Algarve Cup,Loulé,Portugal,True,2002
Trinidad and Tobago,Dominica,CONCACAF Gold Cup qualification,Trinidad and Tobago,Trinidad and Tobago,False,2002
Trinidad and Tobago,Dominica,CONCACAF Gold Cup qualification,Trinidad and Tobago,Trinidad and Tobago,False,2002
Haiti,Bahamas,CONCACAF Gold Cup qualification,Haiti,Haiti,False,2002
Dominican Republic,Saint Lucia,CONCACAF Gold Cup qualification,Haiti,Haiti,True,2002
Haiti,Saint Lucia,CONCACAF Gold Cup qualification,Haiti,Haiti,False,2002
Dominican Republic,Bahamas,CONCACAF Gold Cup qualification,Haiti,Haiti,True,2002
Jamaica,Puerto Rico,CONCACAF Gold Cup qualification,Jamaica,Jamaica,False,2002
Saint Lucia,Bahamas,CONCACAF Gold Cup qualification,Haiti,Haiti,True,2002
Haiti,Dominican Republic,CONCACAF Gold Cup qualification,Haiti,Haiti,False,2002
Puerto Rico,Jamaica,CONCACAF Gold Cup qualification,Puerto Rico,Puerto Rico,False,2002
Panama,Guatemala,CONCACAF Gold Cup qualification,El Salvador,El Salvador,True,2002
Costa Rica,Honduras,CONCACAF Gold Cup qualification,El Salvador,El Salvador,True,2002
El Salvador,Panama,CONCACAF Gold Cup qualification,El Salvador,El Salvador,False,2002
Guatemala,Honduras,CONCACAF Gold Cup qualification,El Salvador,El Salvador,True,2002
Costa Rica,Guatemala,CONCACAF Gold Cup qualification,El Salvador,El Salvador,True,2002
El Salvador,Honduras,CONCACAF Gold Cup qualification,El Salvador,El Salvador,False,2002
Costa Rica,Panama,CONCACAF Gold Cup qualification,El Salvador,El Salvador,True,2002
El Salvador,Guatemala,CONCACAF Gold Cup qualification,El Salvador,El Salvador,False,2002
Jamaica,Haiti,CONCACAF Gold Cup qualification,Jamaica,Jamaica,False,2002
El Salvador,Costa Rica,CONCACAF Gold Cup qualification,El Salvador,El Salvador,False,2002
Panama,Honduras,CONCACAF Gold Cup qualification,El Salvador,El Salvador,True,2002
Suriname,U.S. Virgin Islands,CONCACAF Gold Cup qualification,Suriname,Suriname,False,2002
Suriname,U.S. Virgin Islands,CONCACAF Gold Cup qualification,Suriname,Suriname,False,2002
Suriname,Trinidad and Tobago,CONCACAF Gold Cup qualification,Suriname,Suriname,False,2002
Suriname,Trinidad and Tobago,CONCACAF Gold Cup qualification,Suriname,Suriname,False,2002
Haiti,Jamaica,CONCACAF Gold Cup qualification,Haiti,Haiti,False,2002
Tanzania,Eritrea,African Championship qualification,Dar es Salaam,Tanzania,False,2002
Equatorial Guinea,Angola,African Championship qualification,Malabo,Equatorial Guinea,False,2002
Gabon,São Tomé and Príncipe,African Championship qualification,Libreville,Gabon,False,2002
Mali,Ivory Coast,African Championship qualification,Bamako,Mali,False,2002
Haiti,Suriname,CONCACAF Gold Cup qualification,Haiti,Haiti,False,2002
Haiti,Suriname,CONCACAF Gold Cup qualification,Haiti,Haiti,False,2002
Zambia,South Africa,African Championship qualification,Lusaka,Zambia,False,2002
Tanzania,Zimbabwe,African Championship qualification,Dar es Salaam,Tanzania,False,2002
Gabon,Cameroon,African Championship qualification,Libreville,Gabon,False,2002
Ethiopia,Uganda,African Championship qualification,Addis Ababa,Ethiopia,False,2002
Angola,DR Congo,African Championship qualification,Lubango,Angola,False,2002
Senegal,Ghana,African Championship qualification,Dakar,Senegal,False,2002
Mali,Morocco,African Championship qualification,Bamako,Mali,False,2002
Uganda,Ethiopia,African Championship qualification,Kampala,Uganda,False,2002
Zimbabwe,Tanzania,African Championship qualification,Harare,Zimbabwe,False,2002
Trinidad and Tobago,Panama,CONCACAF Gold Cup,Pasadena,United States,True,2002
United States,Mexico,CONCACAF Gold Cup,Pasadena,United States,False,2002
United States,Trinidad and Tobago,CONCACAF Gold Cup,Fullerton,United States,False,2002
Mexico,Panama,CONCACAF Gold Cup,Fullerton,United States,True,2002
Jamaica,Costa Rica,CONCACAF Gold Cup,Victoria,Canada,True,2002
Canada,Haiti,CONCACAF Gold Cup,Victoria,Canada,False,2002
Haiti,Costa Rica,CONCACAF Gold Cup,Victoria,Canada,True,2002
Canada,Jamaica,CONCACAF Gold Cup,Victoria,Canada,False,2002
Mexico,Trinidad and Tobago,CONCACAF Gold Cup,Seattle,United States,True,2002
United States,Panama,CONCACAF Gold Cup,Seattle,United States,False,2002
Jamaica,Haiti,CONCACAF Gold Cup,Victoria,Canada,True,2002
Canada,Costa Rica,CONCACAF Gold Cup,Victoria,Canada,False,2002
Canada,Mexico,CONCACAF Gold Cup,Seattle,United States,True,2002
United States,Costa Rica,CONCACAF Gold Cup,Seattle,United States,False,2002
Mexico,Costa Rica,CONCACAF Gold Cup,Pasadena,United States,True,2002
United States,Canada,CONCACAF Gold Cup,Pasadena,United States,False,2002
Nigeria,Ethiopia,African Championship,Warri,Nigeria,False,2002
Mali,Ghana,African Championship,Warri,Nigeria,True,2002
South Africa,Cameroon,African Championship,Oghara,Nigeria,True,2002
Angola,Zimbabwe,African Championship,Oghara,Nigeria,True,2002
Ethiopia,Mali,African Championship,Warri,Nigeria,True,2002
Nigeria,Ghana,African Championship,Warri,Nigeria,False,2002
Eritrea,Tanzania,African Championship qualification,Asmara,Eritrea,False,2002
São Tomé and Príncipe,Gabon,African Championship qualification,São Tomé,São Tomé and Príncipe,False,2002
Ivory Coast,Mali,African Championship qualification,Abidjan,Ivory Coast,False,2002
Cameroon,Zimbabwe,African Championship,Oghara,Nigeria,True,2002
South Africa,Angola,African Championship,Oghara,Nigeria,True,2002
Angola,Equatorial Guinea,African Championship qualification,Luanda,Angola,False,2002
DR Congo,Angola,African Championship qualification,Kinshasa,DR Congo,False,2002
Morocco,Mali,African Championship qualification,Rabat,Morocco,False,2002
Cameroon,South Africa,African Championship,Warri,Nigeria,True,2002
Nigeria,Ghana,African Championship,Warri,Nigeria,False,2002
South Africa,Zambia,African Championship qualification,Bloemfontein,South Africa,False,2002
Cameroon,Gabon,African Championship qualification,Douala,Cameroon,False,2002
Ghana,Senegal,African Championship qualification,Kumasi,Ghana,False,2002
Nigeria,Mali,African Championship,Warri,Nigeria,False,2002
Ghana,Ethiopia,African Championship,Oghara,Nigeria,True,2002
Cameroon,Angola,African Championship,Oghara,Nigeria,True,2002
South Africa,Zimbabwe,African Championship,Warri,Nigeria,True,2002
Ghana,Cameroon,African Championship,Warri,Nigeria,True,2002
Nigeria,South Africa,African Championship,Warri,Nigeria,False,2002
China PR,Germany,Four Nations Tournament,Yiwu,China PR,False,2003
Norway,United States,Four Nations Tournament,Yiwu,China PR,True,2003
Germany,Norway,Four Nations Tournament,Wuhan,China PR,True,2003
China PR,United States,Four Nations Tournament,Wuhan,China PR,False,2003
United States,Germany,Four Nations Tournament,Shanghai,China PR,True,2003
China PR,Norway,Four Nations Tournament,Shanghai,China PR,False,2003
United States,Canada,Algarve Cup,Olhão,Portugal,True,2003
Sweden,Norway,Algarve Cup,Olhão,Portugal,True,2003
Denmark,France,Algarve Cup,Silves,Portugal,True,2003
China PR,Finland,Algarve Cup,Silves,Portugal,True,2003
Portugal,Wales,Algarve Cup,Lagoa,Portugal,False,2003
Republic of Ireland,Greece,Algarve Cup,Lagoa,Portugal,True,2003
Sweden,Canada,Algarve Cup,Ferreiras,Portugal,True,2003
Norway,United States,Algarve Cup,Ferreiras,Portugal,True,2003
Denmark,Finland,Algarve Cup,Lagos,Portugal,True,2003
China PR,France,Algarve Cup,Ferreiras,Portugal,True,2003
Portugal,Greece,Algarve Cup,Guia,Portugal,False,2003
Republic of Ireland,Wales,Algarve Cup,Guia,Portugal,True,2003
Norway,Canada,Algarve Cup,Santo António,Portugal,True,2003
United States,Sweden,Algarve Cup,Santo António,Portugal,True,2003
France,Finland,Algarve Cup,Albufeira,Portugal,True,2003
China PR,Denmark,Algarve Cup,Albufeira,Portugal,True,2003
Greece,Wales,Algarve Cup,Quarteira,Portugal,True,2003
Portugal,Republic of Ireland,Algarve Cup,Quarteira,Portugal,False,2003
Republic of Ireland,Wales,Algarve Cup,Montechoro,Portugal,True,2003
Portugal,Denmark,Algarve Cup,Lagoa,Portugal,False,2003
Canada,Greece,Algarve Cup,Guia,Portugal,True,2003
Sweden,Finland,Algarve Cup,Olhão,Portugal,True,2003
Norway,France,Algarve Cup,Quarteira,Portugal,True,2003
United States,China PR,Algarve Cup,Loulé,Portugal,True,2003
Netherlands,Spain,UEFA Euro qualification,Zwolle,Netherlands,False,2003
Germany,Scotland,UEFA Euro qualification,Germany,Germany,False,2003
Italy,Serbia and Montenegro,UEFA Euro qualification,Trento,Italy,False,2003
Cook Islands,Papua New Guinea,OFC Championship,Canberra,Australia,True,2003
Australia,Samoa,OFC Championship,Canberra,Australia,False,2003
Australia,Cook Islands,OFC Championship,Canberra,Australia,False,2003
Samoa,New Zealand,OFC Championship,Canberra,Australia,True,2003
Peru,Bolivia,Copa América,Lima,Peru,False,2003
Ecuador,Venezuela,Copa América,Loja,Ecuador,False,2003
Argentina,Paraguay,Copa América,Salta,Argentina,False,2003
Cook Islands,New Zealand,OFC Championship,Canberra,Australia,True,2003
